Date,Close
7/25/2019,48.41
7/26/2019,48.23
7/29/2019,48.03
7/30/2019,51.06
7/31/2019,50.67
8/1/2019,47.22
8/2/2019,46.65
8/5/2019,44.92
8/6/2019,43.95
8/7/2019,43.54
8/8/2019,44.14
8/9/2019,43.02
8/12/2019,41
8/13/2019,42.39
8/14/2019,38.34
8/15/2019,38.5
8/16/2019,41.05
8/19/2019,41.9
8/20/2019,40.5
8/21/2019,40.65
8/22/2019,40.21
8/23/2019,38.11
8/26/2019,38.12
8/27/2019,37.63
8/28/2019,41.6
8/29/2019,42.31
8/30/2019,42.78
9/3/2019,41.18
9/4/2019,42.18
9/5/2019,43.18
9/6/2019,42.27
9/9/2019,44.82
9/10/2019,45.06
9/11/2019,46
9/12/2019,44.31
9/13/2019,47.95
9/16/2019,53.77
9/17/2019,50.84
9/18/2019,50.75
9/19/2019,50.82
9/20/2019,50.71
9/23/2019,50.79
9/24/2019,48.18
9/25/2019,46.89
9/26/2019,46.72
9/27/2019,47.86
9/30/2019,47.94
10/1/2019,45.32
10/2/2019,45.69
10/3/2019,46.78
10/4/2019,46.63
10/7/2019,45.32
10/8/2019,43.93
10/9/2019,43.31
10/10/2019,44.86
10/11/2019,45.32
10/14/2019,44.66
10/15/2019,43.49
10/16/2019,43.38
10/17/2019,42.69
10/18/2019,41.33
10/21/2019,42.55
10/22/2019,43.42
10/23/2019,44.57
10/24/2019,44.76
10/25/2019,45.99
10/28/2019,44.57
10/29/2019,44.2
10/30/2019,42.35
10/31/2019,42.22
11/1/2019,43.98
11/4/2019,47.07
11/5/2019,46.17
11/6/2019,45.93
11/7/2019,45.93
11/8/2019,46.54
11/11/2019,45.54
11/12/2019,45.02
11/13/2019,45.77
11/14/2019,45.17
11/15/2019,46.86
11/18/2019,46.55
11/19/2019,45.19
11/20/2019,45.98
11/21/2019,46.63
11/22/2019,46.69
11/25/2019,47.75
11/26/2019,45.16
11/27/2019,46.19
11/29/2019,45.97
12/2/2019,47.66
12/3/2019,45.41
12/4/2019,47.02
12/5/2019,46.16
12/6/2019,47.84
12/9/2019,47.67
12/10/2019,47.66
12/11/2019,47.1
12/12/2019,49.04
12/13/2019,48.07
12/16/2019,48.84
12/17/2019,50.26
12/18/2019,50.66
12/19/2019,51.06
12/20/2019,51.2
12/23/2019,52.44
12/24/2019,52.56
12/26/2019,52.24
12/27/2019,51.91
12/30/2019,51.85
12/31/2019,52.49
1/2/2020,52.22
1/3/2020,53.4
1/6/2020,54.5
1/7/2020,55.13
1/8/2020,53.81
1/9/2020,54.45
1/10/2020,54.01
1/13/2020,52.62
1/14/2020,53
1/15/2020,51.64
1/16/2020,51.12
1/17/2020,51.28
1/21/2020,49.86
1/22/2020,48.51
1/23/2020,48.13
1/24/2020,47.15
1/27/2020,45.29
1/28/2020,46.14
1/29/2020,45.36
1/30/2020,45.77
1/31/2020,43.89
2/3/2020,41.37
2/4/2020,41.99
2/5/2020,44.15
2/6/2020,43.71
2/7/2020,43.06
2/10/2020,40.82
2/11/2020,41.07
2/12/2020,40.89
2/13/2020,40.06
2/14/2020,39.35
2/18/2020,38.93
2/19/2020,40.66
2/20/2020,43.3
2/21/2020,42.49
2/24/2020,39.39
2/25/2020,36.26
2/26/2020,33.87
2/27/2020,30.65
2/28/2020,33.05
3/2/2020,32.72
3/3/2020,31.09
3/4/2020,30.58
3/5/2020,28.83
3/6/2020,24.39
3/9/2020,15.07
3/10/2020,17.72
3/11/2020,16.58
3/12/2020,15.15
3/13/2020,18.1
3/16/2020,15.09
3/17/2020,13.25
3/18/2020,13.39
3/19/2020,16.38
3/20/2020,14.8
3/23/2020,13.56
3/24/2020,16.11
3/25/2020,16.76
3/26/2020,16.97
3/27/2020,15.94
3/30/2020,14.86
3/31/2020,16.83
4/1/2020,15
4/2/2020,16.37
4/3/2020,16.89
4/6/2020,16.72
4/7/2020,16.63
4/8/2020,18.03
4/9/2020,17.96
4/13/2020,19.04
4/14/2020,19.78
4/15/2020,19.83
4/16/2020,18.49
4/17/2020,20.53
4/20/2020,19.81
4/21/2020,19.46
4/22/2020,20.26
4/23/2020,22.8
4/24/2020,22.92
4/27/2020,22.61
4/28/2020,23.15
4/29/2020,25.94
4/30/2020,25.42
5/1/2020,23.49
5/4/2020,23.93
5/5/2020,23.26
5/6/2020,23.2
5/7/2020,23.89
5/8/2020,24.07
5/11/2020,24.45
5/12/2020,23.96
5/13/2020,23.16
5/14/2020,23.45
5/15/2020,23.81
5/18/2020,26.88
5/19/2020,26.03
5/20/2020,27.04
5/21/2020,27.1
5/22/2020,26.81
5/26/2020,27.41
5/27/2020,27.5
5/28/2020,27.31
5/29/2020,26.28
6/1/2020,27.43
6/2/2020,27.86
6/3/2020,28.88
6/4/2020,29.03
6/5/2020,32.25
6/8/2020,33.57
6/9/2020,31.78
6/10/2020,30.17
6/11/2020,28.54
6/12/2020,30.38
6/15/2020,30.03
6/16/2020,30.6
6/17/2020,28.81
6/18/2020,29.04
6/19/2020,29.09
6/22/2020,29.84
6/23/2020,29.65
6/24/2020,26.82
6/25/2020,27.65
6/26/2020,25.96
6/29/2020,27.06
6/30/2020,27.49
7/1/2020,26.34
7/2/2020,26.79
7/6/2020,27.63
7/7/2020,26.14
7/8/2020,26.51
7/9/2020,24.62
7/10/2020,25.44
7/13/2020,24.52
7/14/2020,25.34
7/15/2020,26.22
7/16/2020,26.02
7/17/2020,25.53
7/20/2020,24.57
7/21/2020,27.25
7/22/2020,26.44
7/23/2020,26.45
7/24/2020,26.14
7/27/2020,25.37
7/28/2020,24.96
7/29/2020,25.12
7/30/2020,24.68
7/31/2020,24.46
8/3/2020,24.68
8/4/2020,25.69
8/5/2020,26.82
8/6/2020,28.11
8/7/2020,28.35
8/10/2020,29.59
8/11/2020,28.49
8/12/2020,29.21
8/13/2020,28.73
8/14/2020,29.3
8/17/2020,28.6
8/18/2020,28.23
8/19/2020,28.24
8/20/2020,27.24
8/21/2020,26.68
8/24/2020,27.79
8/25/2020,28.15
8/26/2020,27.86
8/27/2020,28.28
8/28/2020,28.72
8/31/2020,27.78
9/1/2020,28.9
9/2/2020,27.13
9/3/2020,27.21
9/4/2020,26.91
9/8/2020,25.33
9/9/2020,25.96
9/10/2020,24.01
9/11/2020,24.26
9/14/2020,24.99
9/15/2020,24.62
9/16/2020,26.39
9/17/2020,26.27
9/18/2020,26.06
9/21/2020,24.95
9/22/2020,24.69
9/23/2020,23.35
9/24/2020,23.53
9/25/2020,23.61
9/28/2020,25.01
9/29/2020,24.7
9/30/2020,24.33
10/1/2020,23.38
10/2/2020,24.08
10/5/2020,25.12
10/6/2020,23.58
10/7/2020,24.21
10/8/2020,25.77
10/9/2020,24.91
10/12/2020,24.77
10/13/2020,24.4
10/14/2020,25.6
10/15/2020,26.97
10/16/2020,25.55
10/19/2020,24.9
10/20/2020,26.81
10/21/2020,27.1
10/22/2020,27.41
10/23/2020,28.04
10/26/2020,26.05
10/27/2020,25.88
10/28/2020,23.76
10/29/2020,24.68
10/30/2020,25.37
11/2/2020,26.14
11/3/2020,26.13
11/4/2020,25.78
11/5/2020,26.95
11/6/2020,26.93
11/9/2020,31.25
11/10/2020,32.4
11/11/2020,32.3
11/12/2020,30.65
11/13/2020,32.1
11/16/2020,34
11/17/2020,34.77
11/18/2020,34.05
11/19/2020,34.69
11/20/2020,34.52
11/23/2020,37.59
11/24/2020,38.79
11/25/2020,37.99
11/27/2020,37.61
11/30/2020,35.95
12/1/2020,36.16
12/2/2020,36.77
12/3/2020,37.17
12/4/2020,38.41
12/7/2020,37.6
12/8/2020,37.89
12/9/2020,38.62
12/10/2020,39.36
12/11/2020,39.54
12/14/2020,38.48
12/15/2020,39.22
